ts_utc,hotel,checkin,room,price,currency,cancelable,meal,n_plans
2026-09-26 13:07:00,VR Auckland City,2026-10-03,Studio Apartment,94,USD,,Room Only,73
2026-09-26 13:07:00,VR Auckland City,2026-10-06,Studio Apartment,69,USD,,Room Only,135
2026-09-26 13:07:00,VR Auckland City,2026-10-13,Studio Apartment,58,USD,,Room Only,111
2026-09-26 13:07:00,Shakespeare Hotel Auckland,2026-10-03,"Double Room, 1 Queen Bed",57,USD,,Room Only,29
2026-09-26 13:07:00,Shakespeare Hotel Auckland,2026-10-06,Double Room,56,USD,,Room Only,30
2026-09-26 13:07:00,Shakespeare Hotel Auckland,2026-10-13,Double Room,50,USD,,Room Only,37
2026-09-26 13:07:00,Auckland City Hotel,2026-10-03,Standard Twin Room,79,USD,,Room Only,89
2026-09-26 13:07:00,Auckland City Hotel,2026-10-06,Standard Twin Room,66,USD,,Room Only,716
2026-09-26 13:07:00,Auckland City Hotel,2026-10-13,Standard Queen Room,61,USD,,Room Only,554
2026-09-26 13:07:00,ibis budget Auckland Central,2026-09-26,Deluxe Studio on a High floor,93,USD,,Room Only,6
2026-09-26 13:07:00,ibis budget Auckland Central,2026-10-03,Double Studio,65,USD,,Room Only,418
2026-09-26 13:07:00,ibis budget Auckland Central,2026-10-06,Double Studio,51,USD,,Room Only,498
2026-09-26 13:07:00,ibis budget Auckland Central,2026-10-13,Double Studio,58,USD,,Room Only,439
2026-09-26 13:07:00,The Quadrant Hotel & Suites Auckland,2026-09-26,Penthouse Apartment,101,USD,,Room Only,2
2026-09-26 13:07:00,The Quadrant Hotel & Suites Auckland,2026-10-03,Deluxe Queen Studio,83,USD,,Room Only,202
2026-09-26 13:07:00,The Quadrant Hotel & Suites Auckland,2026-10-06,Deluxe Queen Studio,69,USD,,Room Only,230
2026-09-26 13:07:00,The Quadrant Hotel & Suites Auckland,2026-10-13,Deluxe Queen Studio,62,USD,,Room Only,260
2026-09-26 13:07:00,Copthorne Hotel Auckland City,2026-09-26,"Superior Room, 1 King Bed",94,USD,,Room Only,15
2026-09-26 13:07:00,Copthorne Hotel Auckland City,2026-10-03,"Superior Room, 1 King Bed",83,USD,,Room Only,388
2026-09-26 13:07:00,Copthorne Hotel Auckland City,2026-10-06,"Superior Room, 1 King Bed",61,USD,,Room Only,470
2026-09-26 13:07:00,Copthorne Hotel Auckland City,2026-10-13,"Superior Room, 2 Double Beds",56,USD,,Room Only,310
2026-09-26 13:07:00,Albion Hotel Auckland,2026-09-26,Standard Double Room,70,USD,,Room Only,16
2026-09-26 13:07:00,Albion Hotel Auckland,2026-10-03,Triple Studio,70,USD,,Room Only,117
2026-09-26 13:07:00,Albion Hotel Auckland,2026-10-06,Standard Double Room,47,USD,,Room Only,141
2026-09-26 13:07:00,Albion Hotel Auckland,2026-10-13,Standard Double Room,47,USD,,Room Only,124
2026-09-26 13:07:00,Ascotia Off Queen Auckland,2026-09-26,Queen Room,85,USD,,Room Only,10
2026-09-26 13:07:00,Ascotia Off Queen Auckland,2026-10-03,Standard King Room,66,USD,,Room Only,219
2026-09-26 13:07:00,Ascotia Off Queen Auckland,2026-10-06,Twin Room,46,USD,,Room Only,237
2026-09-26 13:07:00,Ascotia Off Queen Auckland,2026-10-13,Queen Room,42,USD,,Room Only,314
2026-09-26 13:07:00,Abstract Hotel,2026-09-26,Studio,68,USD,,Room Only,4
2026-09-26 13:07:00,Abstract Hotel,2026-10-03,Cozy Studio,84,USD,,Room Only,164
2026-09-26 13:07:00,Abstract Hotel,2026-10-06,Cozy Studio,61,USD,,Room Only,176
2026-09-26 13:07:00,Abstract Hotel,2026-10-13,Cozy Studio,61,USD,,Room Only,174
2026-09-26 13:07:00,Edit Auckland Central,2026-09-26,Standard Studio King,81,USD,,Room Only,62
2026-09-26 13:07:00,Edit Auckland Central,2026-10-03,STUDIO Corporate King,79,USD,,Room Only,434
2026-09-26 13:07:00,Edit Auckland Central,2026-10-06,STUDIO Corporate King,60,USD,,Room Only,541
2026-09-26 13:07:00,Edit Auckland Central,2026-10-13,STUDIO Corporate King,60,USD,,Room Only,474
