ts_utc,hotel,checkin,room,price,currency,cancelable,meal,n_plans
2026-09-24 04:37:00,VR Queen Street Auckland,2026-09-26,1 King Bed,288,USD,False,Room Only,30
2026-09-24 04:37:00,VR Queen Street Auckland,2026-10-03,1 King Bed with Balcony,277,USD,True,Room Only,57
2026-09-24 04:37:00,VR Queen Street Auckland,2026-10-06,"Room, 1 King Bed, Marina View",498,USD,True,Room Only,44
2026-09-24 04:37:00,VR Queen Street Auckland,2026-10-13,Twin Room,307,USD,False,Room Only,64
2026-09-24 04:37:00,VR Auckland City,2026-09-26,Studio Apartment,105,USD,False,Room Only,8
2026-09-24 04:37:00,VR Auckland City,2026-10-03,Studio Apartment,82,USD,False,Room Only,20
2026-09-24 04:37:00,VR Auckland City,2026-10-06,Studio Apartment,69,USD,False,Room Only,24
2026-09-24 04:37:00,VR Auckland City,2026-10-13,Studio Apartment,57,USD,False,Room Only,24
2026-09-24 04:37:00,Shakespeare Hotel Auckland,2026-09-26,Triple Room,295,USD,False,Room Only,26
2026-09-24 04:37:00,Shakespeare Hotel Auckland,2026-10-03,Triple Room,288,USD,False,Room Only,48
2026-09-24 04:37:00,Shakespeare Hotel Auckland,2026-10-06,Triple Room,197,USD,False,Room Only,64
2026-09-24 04:37:00,Shakespeare Hotel Auckland,2026-10-13,Triple Room,180,USD,False,Room Only,86
2026-09-24 04:37:00,Auckland City Hotel,2026-09-26,Standard Twin Room,64,USD,False,Room Only,70
2026-09-24 04:37:00,Auckland City Hotel,2026-10-03,Standard Twin Room,62,USD,False,Room Only,66
2026-09-24 04:37:00,Auckland City Hotel,2026-10-06,Standard Twin Room,67,USD,False,Room Only,114
2026-09-24 04:37:00,Auckland City Hotel,2026-10-13,Standard Twin Room,60,USD,False,Room Only,105
2026-09-24 04:37:00,ibis budget Auckland Central,2026-09-26,Double Studio,63,USD,False,Room Only,18
2026-09-24 04:37:00,ibis budget Auckland Central,2026-10-03,Double Studio,68,USD,False,Room Only,34
2026-09-24 04:37:00,ibis budget Auckland Central,2026-10-06,Double Studio,53,USD,False,Room Only,34
2026-09-24 04:37:00,ibis budget Auckland Central,2026-10-13,Double Studio,57,USD,False,Room Only,34
2026-09-24 04:37:00,The Quadrant Hotel & Suites Auckland,2026-09-26,Classic One Bedroom Apartment,101,USD,False,Room Only,18
2026-09-24 04:37:00,The Quadrant Hotel & Suites Auckland,2026-10-03,Classic One Bedroom Apartment,82,USD,False,Room Only,30
2026-09-24 04:37:00,The Quadrant Hotel & Suites Auckland,2026-10-06,Deluxe Queen Studio,61,USD,False,Room Only,52
2026-09-24 04:37:00,The Quadrant Hotel & Suites Auckland,2026-10-13,Deluxe Queen Studio,55,USD,False,Room Only,71
2026-09-24 04:37:00,Copthorne Hotel Auckland City,2026-09-26,"Superior Room, 2 Double Beds",81,USD,False,Room Only,20
2026-09-24 04:37:00,Copthorne Hotel Auckland City,2026-10-03,"Superior Room, 1 King Bed",83,USD,False,Room Only,63
2026-09-24 04:37:00,Copthorne Hotel Auckland City,2026-10-06,"Superior Room, 1 King Bed",62,USD,False,Room Only,65
2026-09-24 04:37:00,Copthorne Hotel Auckland City,2026-10-13,"Superior Room, 2 Double Beds",56,USD,False,Room Only,32
2026-09-24 04:37:00,Albion Hotel Auckland,2026-09-26,Standard Double Room,60,USD,False,Room Only,8
2026-09-24 04:37:00,Albion Hotel Auckland,2026-10-03,Triple Studio,71,USD,False,Room Only,27
2026-09-24 04:37:00,Albion Hotel Auckland,2026-10-06,Standard Double Room,47,USD,False,Room Only,26
2026-09-24 04:37:00,Albion Hotel Auckland,2026-10-13,Standard Double Room,47,USD,False,Room Only,24
2026-09-24 04:37:00,Ascotia Off Queen Auckland,2026-09-26,Queen Room,69,USD,False,Room Only,27
2026-09-24 04:37:00,Ascotia Off Queen Auckland,2026-10-03,Standard King Room,65,USD,True,Room Only,45
2026-09-24 04:37:00,Ascotia Off Queen Auckland,2026-10-06,Twin Room,46,USD,True,Room Only,46
2026-09-24 04:37:00,Ascotia Off Queen Auckland,2026-10-13,Queen Room,58,USD,True,Room Only,64
2026-09-24 04:37:00,Abstract Hotel,2026-09-26,Cozy Studio,82,USD,False,Room Only,41
2026-09-24 04:37:00,Abstract Hotel,2026-10-03,Cozy Studio,84,USD,False,Room Only,69
2026-09-24 04:37:00,Abstract Hotel,2026-10-06,Cozy Studio,60,USD,False,Room Only,68
2026-09-24 04:37:00,Abstract Hotel,2026-10-13,Cozy Studio,60,USD,False,Room Only,73
2026-09-24 04:37:00,Edit Auckland Central,2026-09-26,STUDIO Corporate King,80,USD,False,Room Only,51
2026-09-24 04:37:00,Edit Auckland Central,2026-10-03,STUDIO Snug,73,USD,False,Room Only,94
2026-09-24 04:37:00,Edit Auckland Central,2026-10-06,STUDIO Snug,53,USD,False,Room Only,105
2026-09-24 04:37:00,Edit Auckland Central,2026-10-13,STUDIO Snug,53,USD,False,Room Only,94
