ts_utc,hotel,checkin,room,price,currency,cancelable,meal,n_plans
2026-09-25 00:37:00,VR Auckland City,2026-09-26,Studio Apartment,105,USD,,Room Only,28
2026-09-25 00:37:00,VR Auckland City,2026-10-03,Studio Apartment,83,USD,,Room Only,98
2026-09-25 00:37:00,VR Auckland City,2026-10-06,Studio Apartment,69,USD,,Room Only,127
2026-09-25 00:37:00,VR Auckland City,2026-10-13,Studio Apartment,58,USD,,Room Only,127
2026-09-25 00:37:00,Shakespeare Hotel Auckland,2026-10-03,"Double Room, 1 Queen Bed",57,USD,,Room Only,30
2026-09-25 00:37:00,Shakespeare Hotel Auckland,2026-10-06,Double Room,56,USD,,Room Only,28
2026-09-25 00:37:00,Shakespeare Hotel Auckland,2026-10-13,Double Room,50,USD,,Room Only,37
2026-09-25 00:37:00,Auckland City Hotel,2026-09-26,Standard Twin Room,69,USD,,Room Only,100
2026-09-25 00:37:00,Auckland City Hotel,2026-10-03,Standard Twin Room,68,USD,,Room Only,225
2026-09-25 00:37:00,Auckland City Hotel,2026-10-06,Standard Twin Room,66,USD,,Room Only,663
2026-09-25 00:37:00,Auckland City Hotel,2026-10-13,Standard Twin Room,61,USD,,Room Only,659
2026-09-25 00:37:00,ibis budget Auckland Central,2026-09-26,Double Studio,64,USD,,Room Only,166
2026-09-25 00:37:00,ibis budget Auckland Central,2026-10-03,Double Studio,65,USD,,Room Only,445
2026-09-25 00:37:00,ibis budget Auckland Central,2026-10-06,Double Studio,51,USD,,Room Only,456
2026-09-25 00:37:00,ibis budget Auckland Central,2026-10-13,Double Studio,59,USD,,Room Only,465
2026-09-25 00:37:00,The Quadrant Hotel & Suites Auckland,2026-09-26,Classic One Bedroom Apartment,131,USD,,Room Only,35
2026-09-25 00:37:00,The Quadrant Hotel & Suites Auckland,2026-10-03,Classic One Bedroom Apartment,83,USD,,Room Only,94
2026-09-25 00:37:00,The Quadrant Hotel & Suites Auckland,2026-10-06,Deluxe Queen Studio,64,USD,,Room Only,225
2026-09-25 00:37:00,The Quadrant Hotel & Suites Auckland,2026-10-13,Deluxe Queen Studio,57,USD,,Room Only,297
2026-09-25 00:37:00,Copthorne Hotel Auckland City,2026-09-26,"Superior Room, 1 King Bed",86,USD,,Room Only,126
2026-09-25 00:37:00,Copthorne Hotel Auckland City,2026-10-03,"Superior Room, 1 King Bed",83,USD,,Room Only,379
2026-09-25 00:37:00,Copthorne Hotel Auckland City,2026-10-06,"Superior Room, 1 King Bed",61,USD,,Room Only,412
2026-09-25 00:37:00,Copthorne Hotel Auckland City,2026-10-13,"Superior Room, 2 Double Beds",56,USD,,Room Only,267
2026-09-25 00:37:00,Albion Hotel Auckland,2026-09-26,Standard Double Room,60,USD,,Room Only,45
2026-09-25 00:37:00,Albion Hotel Auckland,2026-10-03,Triple Studio,70,USD,,Room Only,114
2026-09-25 00:37:00,Albion Hotel Auckland,2026-10-06,Standard Double Room,47,USD,,Room Only,126
2026-09-25 00:37:00,Albion Hotel Auckland,2026-10-13,Standard Double Room,47,USD,,Room Only,107
2026-09-25 00:37:00,Ascotia Off Queen Auckland,2026-09-26,Standard King Room,60,USD,,Room Only,97
2026-09-25 00:37:00,Ascotia Off Queen Auckland,2026-10-03,Standard King Room,67,USD,,Room Only,165
2026-09-25 00:37:00,Ascotia Off Queen Auckland,2026-10-06,Standard King Room,46,USD,,Room Only,189
2026-09-25 00:37:00,Ascotia Off Queen Auckland,2026-10-13,Queen Room,42,USD,,Room Only,272
2026-09-25 00:37:00,Abstract Hotel,2026-09-26,Cozy Studio,82,USD,,Room Only,110
2026-09-25 00:37:00,Abstract Hotel,2026-10-03,Cozy Studio,84,USD,,Room Only,124
2026-09-25 00:37:00,Abstract Hotel,2026-10-06,Cozy Studio,61,USD,,Room Only,178
2026-09-25 00:37:00,Abstract Hotel,2026-10-13,Cozy Studio,61,USD,,Room Only,180
2026-09-25 00:37:00,Edit Auckland Central,2026-09-26,STUDIO Snug,72,USD,,Room Only,399
2026-09-25 00:37:00,Edit Auckland Central,2026-10-03,STUDIO Corporate King,79,USD,,Room Only,512
2026-09-25 00:37:00,Edit Auckland Central,2026-10-06,STUDIO Snug,53,USD,,Room Only,725
2026-09-25 00:37:00,Edit Auckland Central,2026-10-13,STUDIO Snug,53,USD,,Room Only,593
