ts_utc,hotel,checkin,room,price,currency,cancelable,meal,n_plans
2026-09-25 13:07:00,VR Auckland City,2026-09-26,Studio Apartment,105,USD,,Room Only,30
2026-09-25 13:07:00,VR Auckland City,2026-10-03,Studio Apartment,83,USD,,Room Only,75
2026-09-25 13:07:00,VR Auckland City,2026-10-06,Studio Apartment,69,USD,,Room Only,127
2026-09-25 13:07:00,VR Auckland City,2026-10-13,Studio Apartment,58,USD,,Room Only,147
2026-09-25 13:07:00,Shakespeare Hotel Auckland,2026-10-03,"Double Room, 1 Queen Bed",57,USD,,Room Only,29
2026-09-25 13:07:00,Shakespeare Hotel Auckland,2026-10-06,Double Room,56,USD,,Room Only,29
2026-09-25 13:07:00,Shakespeare Hotel Auckland,2026-10-13,Double Room,50,USD,,Room Only,37
2026-09-25 13:07:00,Auckland City Hotel,2026-10-03,Standard Twin Room,68,USD,,Room Only,264
2026-09-25 13:07:00,Auckland City Hotel,2026-10-06,Standard Twin Room,66,USD,,Room Only,737
2026-09-25 13:07:00,Auckland City Hotel,2026-10-13,Standard Twin Room,61,USD,,Room Only,661
2026-09-25 13:07:00,ibis budget Auckland Central,2026-09-26,Double Studio,65,USD,,Room Only,28
2026-09-25 13:07:00,ibis budget Auckland Central,2026-10-03,Double Studio,65,USD,,Room Only,447
2026-09-25 13:07:00,ibis budget Auckland Central,2026-10-06,Double Studio,51,USD,,Room Only,471
2026-09-25 13:07:00,ibis budget Auckland Central,2026-10-13,Double Studio,58,USD,,Room Only,441
2026-09-25 13:07:00,Copthorne Hotel Auckland City,2026-09-26,"Superior Room, 1 King Bed",85,USD,,Room Only,132
2026-09-25 13:07:00,Copthorne Hotel Auckland City,2026-10-03,Suite 1 King,83,USD,,Room Only,368
2026-09-25 13:07:00,Copthorne Hotel Auckland City,2026-10-06,"Superior Room, 1 King Bed",61,USD,,Room Only,468
2026-09-25 13:07:00,Copthorne Hotel Auckland City,2026-10-13,"Superior Room, 2 Double Beds",56,USD,,Room Only,274
2026-09-25 13:07:00,Albion Hotel Auckland,2026-09-26,Standard Double Room,53,USD,,Room Only,59
2026-09-25 13:07:00,Albion Hotel Auckland,2026-10-03,Triple Studio,70,USD,,Room Only,148
2026-09-25 13:07:00,Albion Hotel Auckland,2026-10-06,Standard Double Room,47,USD,,Room Only,141
2026-09-25 13:07:00,Albion Hotel Auckland,2026-10-13,Standard Double Room,47,USD,,Room Only,140
2026-09-25 13:07:00,Ascotia Off Queen Auckland,2026-09-26,Queen Room,56,USD,,Room Only,148
2026-09-25 13:07:00,Ascotia Off Queen Auckland,2026-10-03,Queen Room,54,USD,,Room Only,176
2026-09-25 13:07:00,Ascotia Off Queen Auckland,2026-10-06,Twin Room,46,USD,,Room Only,206
2026-09-25 13:07:00,Ascotia Off Queen Auckland,2026-10-13,Queen Room,42,USD,,Room Only,286
2026-09-25 13:07:00,Abstract Hotel,2026-09-26,Accessible Studio,62,USD,,Room Only,109
2026-09-25 13:07:00,Abstract Hotel,2026-10-03,Cozy Studio,84,USD,,Room Only,186
2026-09-25 13:07:00,Abstract Hotel,2026-10-06,Cozy Studio,61,USD,,Room Only,173
2026-09-25 13:07:00,Abstract Hotel,2026-10-13,Cozy Studio,61,USD,,Room Only,186
2026-09-25 13:07:00,Edit Auckland Central,2026-09-26,Standard Studio King,75,USD,,Room Only,356
2026-09-25 13:07:00,Edit Auckland Central,2026-10-03,STUDIO Corporate King,79,USD,,Room Only,469
2026-09-25 13:07:00,Edit Auckland Central,2026-10-06,Standard Studio King,57,USD,,Room Only,706
2026-09-25 13:07:00,Edit Auckland Central,2026-10-13,STUDIO Corporate King,60,USD,,Room Only,523
