ts_utc,hotel,checkin,room,price,currency,cancelable,meal,n_plans
2026-09-24 21:52:00,VR Auckland City,2026-09-26,Studio Apartment,105,USD,,Room Only,32
2026-09-24 21:52:00,VR Auckland City,2026-10-03,Studio Apartment,83,USD,,Room Only,79
2026-09-24 21:52:00,VR Auckland City,2026-10-06,Studio Apartment,69,USD,,Room Only,111
2026-09-24 21:52:00,VR Auckland City,2026-10-13,Studio Apartment,58,USD,,Room Only,127
2026-09-24 21:52:00,Shakespeare Hotel Auckland,2026-10-03,"Double Room, 1 Queen Bed",58,USD,,Room Only,28
2026-09-24 21:52:00,Shakespeare Hotel Auckland,2026-10-06,Double Room,56,USD,,Room Only,28
2026-09-24 21:52:00,Shakespeare Hotel Auckland,2026-10-13,Double Room,50,USD,,Room Only,37
2026-09-24 21:52:00,Auckland City Hotel,2026-09-26,Standard Twin Room,65,USD,,Room Only,246
2026-09-24 21:52:00,Auckland City Hotel,2026-10-03,Standard Twin Room,62,USD,,Room Only,258
2026-09-24 21:52:00,Auckland City Hotel,2026-10-06,Standard Twin Room,66,USD,,Room Only,715
2026-09-24 21:52:00,Auckland City Hotel,2026-10-13,Standard Twin Room,61,USD,,Room Only,666
2026-09-24 21:52:00,ibis budget Auckland Central,2026-09-26,Double Studio,64,USD,,Room Only,228
2026-09-24 21:52:00,ibis budget Auckland Central,2026-10-03,Double Studio,66,USD,,Room Only,437
2026-09-24 21:52:00,ibis budget Auckland Central,2026-10-06,Double Studio,51,USD,,Room Only,455
2026-09-24 21:52:00,ibis budget Auckland Central,2026-10-13,Double Studio,58,USD,,Room Only,475
2026-09-24 21:52:00,The Quadrant Hotel & Suites Auckland,2026-09-26,Classic One Bedroom Apartment,132,USD,,Room Only,48
2026-09-24 21:52:00,The Quadrant Hotel & Suites Auckland,2026-10-03,Classic One Bedroom Apartment,82,USD,,Room Only,95
2026-09-24 21:52:00,The Quadrant Hotel & Suites Auckland,2026-10-06,Deluxe Queen Studio,62,USD,,Room Only,224
2026-09-24 21:52:00,The Quadrant Hotel & Suites Auckland,2026-10-13,Deluxe Queen Studio,55,USD,,Room Only,276
2026-09-24 21:52:00,Copthorne Hotel Auckland City,2026-09-26,"Superior Room, 1 King Bed",81,USD,,Room Only,117
2026-09-24 21:52:00,Copthorne Hotel Auckland City,2026-10-03,Suite 1 King,83,USD,,Room Only,360
2026-09-24 21:52:00,Copthorne Hotel Auckland City,2026-10-06,"Superior Room, 1 King Bed",62,USD,,Room Only,401
2026-09-24 21:52:00,Copthorne Hotel Auckland City,2026-10-13,"Superior Room, 2 Double Beds",56,USD,,Room Only,283
2026-09-24 21:52:00,Albion Hotel Auckland,2026-09-26,Standard Double Room,60,USD,,Room Only,47
2026-09-24 21:52:00,Albion Hotel Auckland,2026-10-03,Triple Studio,70,USD,,Room Only,119
2026-09-24 21:52:00,Albion Hotel Auckland,2026-10-06,Standard Double Room,47,USD,,Room Only,121
2026-09-24 21:52:00,Albion Hotel Auckland,2026-10-13,Standard Double Room,47,USD,,Room Only,116
2026-09-24 21:52:00,Ascotia Off Queen Auckland,2026-09-26,Queen Room,69,USD,,Room Only,128
2026-09-24 21:52:00,Ascotia Off Queen Auckland,2026-10-03,Standard King Room,67,USD,,Room Only,168
2026-09-24 21:52:00,Ascotia Off Queen Auckland,2026-10-06,Standard King Room,46,USD,,Room Only,192
2026-09-24 21:52:00,Ascotia Off Queen Auckland,2026-10-13,Queen Room,59,USD,,Room Only,302
2026-09-24 21:52:00,Abstract Hotel,2026-09-26,Studio,72,USD,,Room Only,123
2026-09-24 21:52:00,Abstract Hotel,2026-10-03,Cozy Studio,84,USD,,Room Only,164
2026-09-24 21:52:00,Abstract Hotel,2026-10-06,Cozy Studio,61,USD,,Room Only,156
2026-09-24 21:52:00,Abstract Hotel,2026-10-13,Cozy Studio,61,USD,,Room Only,177
2026-09-24 21:52:00,Edit Auckland Central,2026-09-26,STUDIO Snug,72,USD,,Room Only,512
2026-09-24 21:52:00,Edit Auckland Central,2026-10-03,STUDIO Snug,72,USD,,Room Only,512
2026-09-24 21:52:00,Edit Auckland Central,2026-10-06,STUDIO Snug,53,USD,,Room Only,782
2026-09-24 21:52:00,Edit Auckland Central,2026-10-13,STUDIO Snug,53,USD,,Room Only,637
