ts_utc,hotel,checkin,room,price,currency,cancelable,meal,n_plans
2026-09-25 18:22:01,VR Auckland City,2026-09-26,Studio Apartment,105,USD,,Room Only,31
2026-09-25 18:22:01,VR Auckland City,2026-10-03,Studio Apartment,83,USD,,Room Only,85
2026-09-25 18:22:01,VR Auckland City,2026-10-06,Studio Apartment,69,USD,,Room Only,143
2026-09-25 18:22:01,VR Auckland City,2026-10-13,Studio Apartment,58,USD,,Room Only,132
2026-09-25 18:22:01,Shakespeare Hotel Auckland,2026-10-03,"Double Room, 1 Queen Bed",57,USD,,Room Only,29
2026-09-25 18:22:01,Shakespeare Hotel Auckland,2026-10-06,Double Room,56,USD,,Room Only,29
2026-09-25 18:22:01,Shakespeare Hotel Auckland,2026-10-13,Double Room,50,USD,,Room Only,40
2026-09-25 18:22:01,Auckland City Hotel,2026-10-03,Standard Twin Room,69,USD,,Room Only,272
2026-09-25 18:22:01,Auckland City Hotel,2026-10-06,Standard Twin Room,66,USD,,Room Only,616
2026-09-25 18:22:01,Auckland City Hotel,2026-10-13,Standard Queen Room,61,USD,,Room Only,530
2026-09-25 18:22:01,ibis budget Auckland Central,2026-09-26,Double Studio,64,USD,,Room Only,70
2026-09-25 18:22:01,ibis budget Auckland Central,2026-10-03,Double Studio,65,USD,,Room Only,503
2026-09-25 18:22:01,ibis budget Auckland Central,2026-10-06,Double Studio,51,USD,,Room Only,490
2026-09-25 18:22:01,ibis budget Auckland Central,2026-10-13,Double Studio,58,USD,,Room Only,458
2026-09-25 18:22:01,Copthorne Hotel Auckland City,2026-09-26,"Superior Room, 1 King Bed",85,USD,,Room Only,115
2026-09-25 18:22:01,Copthorne Hotel Auckland City,2026-10-03,Suite 1 King,83,USD,,Room Only,332
2026-09-25 18:22:01,Copthorne Hotel Auckland City,2026-10-06,"Superior Room, 2 Double Beds",61,USD,,Room Only,416
2026-09-25 18:22:01,Copthorne Hotel Auckland City,2026-10-13,"Superior Room, 2 Double Beds",56,USD,,Room Only,291
2026-09-25 18:22:01,Albion Hotel Auckland,2026-09-26,Standard Double Room,53,USD,,Room Only,56
2026-09-25 18:22:01,Albion Hotel Auckland,2026-10-03,Triple Studio,70,USD,,Room Only,136
2026-09-25 18:22:01,Albion Hotel Auckland,2026-10-06,Standard Double Room,53,USD,,Room Only,122
2026-09-25 18:22:01,Albion Hotel Auckland,2026-10-13,Standard Double Room,47,USD,,Room Only,138
2026-09-25 18:22:01,Ascotia Off Queen Auckland,2026-09-26,Queen Room,68,USD,,Room Only,132
2026-09-25 18:22:01,Ascotia Off Queen Auckland,2026-10-03,Queen Room,54,USD,,Room Only,267
2026-09-25 18:22:01,Ascotia Off Queen Auckland,2026-10-06,Twin Room,46,USD,,Room Only,250
2026-09-25 18:22:01,Ascotia Off Queen Auckland,2026-10-13,Queen Room,42,USD,,Room Only,263
2026-09-25 18:22:01,Abstract Hotel,2026-09-26,Accessible Studio,62,USD,,Room Only,121
2026-09-25 18:22:01,Abstract Hotel,2026-10-03,Cozy Studio,84,USD,,Room Only,175
2026-09-25 18:22:01,Abstract Hotel,2026-10-06,Cozy Studio,61,USD,,Room Only,170
2026-09-25 18:22:01,Abstract Hotel,2026-10-13,Cozy Studio,61,USD,,Room Only,184
2026-09-25 18:22:01,Edit Auckland Central,2026-09-26,Standard Studio King,75,USD,,Room Only,294
2026-09-25 18:22:01,Edit Auckland Central,2026-10-03,STUDIO Corporate King,80,USD,,Room Only,486
2026-09-25 18:22:01,Edit Auckland Central,2026-10-06,Standard Studio King,57,USD,,Room Only,655
2026-09-25 18:22:01,Edit Auckland Central,2026-10-13,STUDIO Corporate King,61,USD,,Room Only,608
